Bank Name,Cert #,Assets QoQ Pct,Cash QoQ Pct,Securities QoQ Pct,Loans QoQ Pct,Total Deposits QoQ Pct,Core QoQ Pct,Assets,Cash,Securities,Loans,Total Deposits,Core Deposits,Risk Prediction,City,State,S/A Ratio,C/A Ratio,L/D Ratio
Lamar National Bank,23597.0,0.016413253057344424,0.07433380084151464,0.14219155242682469,-0.009648108376011932,-0.030524133459054803,-0.035835450216610054,378494000.0,7660000.0,123311000.0,209811000.0,325931000.0,287322000.0,Risky,Paris,TX,0.32579380386479045,0.02023810152869002,0.6437282737757378
Bristol County Savings Bank,23622.0,0.008892111651936485,-0.1378548473486877,-0.015040638692524588,0.016644570363502753,-0.006699687851816627,-0.019489332425114747,3122171000.0,38631000.0,649430000.0,2325791000.0,2483663000.0,2291626000.0,Risky,Taunton,MA,0.20800590358439688,0.012373121139104808,0.9364358208017755
First Community Bank,24353.0,0.03225821408314,0.2696913476134255,-0.01430739215261223,0.040519140811020815,0.04252297624232759,0.02906804733727819,667901000.0,22584000.0,159145000.0,456662000.0,569670000.0,528694000.0,Risky,Corpus Christi,TX,0.23827633137246387,0.0338133945000831,0.8016255024838942
American Nation Bank,24472.0,-0.008584990154255179,-0.0493086355335246,-0.01913400714855551,0.02945074785125601,-0.01062216286487605,-0.0007652816528415096,635384000.0,14576000.0,156147000.0,431065000.0,557087000.0,479195000.0,Risky,Ardmore,OK,0.24575217506263927,0.0229404580537124,0.7737839870612669
First Commercial Bank,24603.0,-0.031007782253333893,-0.4434868689221453,-0.03552006435340749,0.010374999626583614,-0.03706121327160761,-0.056093606885677105,495562000.0,19114000.0,115102000.0,338220000.0,448456000.0,425614000.0,Risky,Seguin,TX,0.2322655893712593,0.03857035043042041,0.7541877018035215
TruBank,25267.0,0.022673301590711015,0.13931093515942639,-0.03421258022717455,0.03806000953804589,0.001938043737428785,-0.032201214223764096,428495000.0,10648000.0,127454000.0,259024000.0,327768000.0,278968000.0,Risky,Indianola,IA,0.29744571115182206,0.024849764874735995,0.7902662859095457
Citizens National Bank,26381.0,-0.02795757196431936,-0.5573544921231297,0.01740223555403375,0.014018632049928925,-0.0019884812485616576,-0.05225897274190083,1528214000.0,53723000.0,433802000.0,955021000.0,1327014000.0,1139107000.0,Risky,Bossier City,LA,0.283862076908077,0.03515410799796364,0.719676657518308
The Pittsfield Co-operative Bank,26393.0,-0.024583544045830963,-0.44837779379956744,-0.07511817606894411,0.01357973990417527,-0.05496515679442504,-0.0619361854625442,387690000.0,7651000.0,86285000.0,259147000.0,303772000.0,265685000.0,Risky,Pittsfield,MA,0.22256184064587686,0.0197348396915061,0.8530970596368329
Terrabank,26442.0,0.018880794445947924,-0.026693158258465743,-0.043400017098401245,0.05578381067312743,0.04411577960917068,0.017776198934280618,737902000.0,22534000.0,223787000.0,458434000.0,649558000.0,573008000.0,Risky,Miami,FL,0.30327468959292697,0.03053793051109768,0.7057629957601939
Denali State Bank,26530.0,0.000944202417875406,0.37429988798207714,-0.017038327526132435,0.00785355266164034,-0.005164373621750373,-0.005939003614286564,502485000.0,8588000.0,112844000.0,352910000.0,420906000.0,398528000.0,Risky,Fairbanks,AK,0.22457187776749554,0.017091057444500832,0.8384532413412971
Delta Bank,26564.0,0.04881937942095349,-0.025625528828719935,-0.07575459833359532,0.10215167488810106,0.04213929610499734,-0.004934832495202546,565665000.0,16122000.0,141099000.0,390780000.0,498969000.0,423648000.0,Risky,Vidalia,LA,0.24943915568401792,0.02850096788735382,0.7831749066575279
First National Bank of Pasco,26829.0,-0.044915726680041845,-0.606268221574344,-0.032090823084200526,0.0010141930366298624,-0.03224828067302077,-0.038766496956903485,286106000.0,2701000.0,76731000.0,176674000.0,255260000.0,222217000.0,Risky,Dade City,FL,0.26819081039894305,0.009440556996357994,0.6921335109300322
Texas Regional Bank,26906.0,-0.06633500927292046,-0.7464433714626726,-0.010964373758216128,-0.000659156027841612,-0.0466723341796802,0.08054367389048078,2644551000.0,60758000.0,930369000.0,1425126000.0,2353807000.0,1914584000.0,Risky,Harlingen,TX,0.35180603437029573,0.022974788536882063,0.6054557574176642
Community National Bank & Trust,27046.0,0.016372088901510207,-0.012281976744186074,-0.027733757411639526,0.03239776624291579,0.020855511269662896,-0.019391508693403114,2018579000.0,40773000.0,524560000.0,1295398000.0,1742436000.0,1567739000.0,Risky,Chanute,KS,0.2598659750250052,0.020198862665270965,0.7434407920864812
STAR Financial Bank,27235.0,-0.014511473035383027,-0.10893569333201492,-0.026434134233536577,-0.005943445379087198,-0.01010770329865629,-0.009207584936443802,2922957000.0,81102000.0,1077458000.0,1606461000.0,2523183000.0,2478922000.0,Risky,Fort Wayne,IN,0.368619175718288,0.027746559391739256,0.6366803359090483
Dean Co-operative Bank,27269.0,0.01992398551719332,1.1479802955665024,-0.03663515713567278,0.024554517570648082,-0.0016158250493026882,0.004525008753737181,453243000.0,10901000.0,113021000.0,306976000.0,397914000.0,372950000.0,Risky,Franklin,MA,0.24936071820193584,0.024051116067981194,0.7714631804862357
Republic Bank,27332.0,-0.020240376450942676,-0.444637605385269,-0.025785121222447915,0.0035716525998175097,-0.0382039471809934,-0.053922144721616605,6017471000.0,84976000.0,2464259000.0,3135764000.0,4692677000.0,4548327000.0,Risky,Philadelphia,PA,0.409517386955417,0.014121547075174936,0.6682249811781207
Prairie State Bank and Trust,27362.0,-0.025346996412768052,-0.16538071857220793,-0.07549134452687756,0.010023570121110215,-0.03402115938277939,-0.03645875636726503,795811000.0,21418000.0,269914000.0,483369000.0,694192000.0,664327000.0,Risky,Springfield,IL,0.3391684709057804,0.02691342542387577,0.6963044806047894
Bank of the Lowcountry,27496.0,0.06336176093967083,0.39788513373419043,-0.01740474907089562,0.08084994615606855,0.060957084654394755,0.055447498352183766,293138000.0,6742000.0,69271000.0,205756000.0,272388000.0,261009000.0,Risky,Walterboro,SC,0.23630849633960796,0.02299940642291344,0.7553783573432016
Sterling Federal Bank,27664.0,0.025143684241711206,-0.06437684003925415,-0.042058446921194426,0.061171249302159,-0.016301733330027046,-0.020238354770728884,484446000.0,9534000.0,126432000.0,302229000.0,396696000.0,377510000.0,Risky,Sterling,IL,0.2609826482208543,0.019680212036016397,0.761865509105209
William Penn Bank,27799.0,-0.01726260431669735,0.6835151721786568,-0.03004897059200573,-0.015086891419755832,-0.013207570000726032,-0.018879413464718553,845391000.0,19751000.0,264817000.0,477543000.0,652404000.0,634838000.0,Risky,Levittown,PA,0.3132479527224681,0.023363153854252056,0.7319743594459874
Independent Bank,27811.0,-0.0007673151778252452,-0.430919878952863,-0.03904659472360905,0.034705260712774466,-0.012579205070684663,-0.005697373253347071,5130847000.0,129192000.0,1092703000.0,3599185000.0,4557023000.0,4134192000.0,Risky,Grand Rapids,MI,0.21296737166397672,0.02517946841915185,0.7898105846733712
Pioneer Savings Bank,27847.0,0.036391294172712474,0.11184210526315796,0.021742209631728127,0.058079380950310844,-0.004340728648809078,-0.03048574598427478,44285000.0,845000.0,14427000.0,24339000.0,26837000.0,20099000.0,Risky,Cleveland,OH,0.3257762221971322,0.019080952918595462,0.9069195513656519
Pioneer Bank,27872.0,-0.03069780119080623,-0.47202630953324354,-0.03487557397870178,0.006638350680949534,-0.03444652677501614,-0.033100833718328615,1031323000.0,26650000.0,345751000.0,597006000.0,785695000.0,772273000.0,Risky,Roswell,NM,0.33524996533578716,0.025840595041514636,0.7598444689096914
Collinsville Building and Loan,28103.0,-0.01668267568294468,-0.2152821153445763,-0.010542265781159355,-0.008666501385131142,-0.022245641127307203,-0.024723636530434412,127964000.0,3769000.0,30691000.0,91967000.0,93707000.0,85048000.0,Risky,Collinsville,IL,0.23984089275108625,0.029453596323966116,0.9814314832403129
Winter Hill Bank,28213.0,0.034314716414462376,0.0012821479749605125,-0.004913835548990608,0.05151970264302075,0.014655461427287575,0.02998409007465419,429795000.0,13276000.0,101051000.0,306661000.0,360155000.0,302976000.0,Risky,Somerville,MA,0.23511441501180796,0.030889144824858362,0.8514695061848371
Riverside Savings Bank,28314.0,-0.00891378419148281,-0.006569343065693456,-0.010770906450441764,-0.0002961383558398589,0.0030848404216436975,-0.02346508029504113,93952000.0,1361000.0,32696000.0,50637000.0,68610000.0,65005000.0,Risky,Roanoke Rapids,NC,0.3480074931880109,0.014486120572207084,0.7380411018801923
Belmont Savings Bank,28348.0,0.0395454871416443,0.09667343432765896,-0.029680581998470235,0.10010922595208616,-0.007452863588086278,-0.011167828191327556,449382000.0,7022000.0,173791000.0,226617000.0,328014000.0,299098000.0,Risky,Bellaire,OH,0.38673333600366727,0.01562590401929761,0.6908759991951563
Adirondack Bank,28380.0,-0.014488139317247795,-0.49530163298231844,-0.04597705030966548,0.033357112818618084,-0.026888438351510002,-0.05283014791145002,968837000.0,23149000.0,282511000.0,606933000.0,870676000.0,789055000.0,Risky,Utica,NY,0.2915980706764915,0.02389359613639859,0.6970824968185639
Colonial Federal Savings Bank,28481.0,-0.007208464463210107,0.2843504305503557,-0.020451372577561022,-0.005832386700801995,-0.023564017656118263,-0.01302519518087486,348584000.0,6861000.0,148048000.0,175911000.0,274524000.0,250434000.0,Risky,Quincy,MA,0.42471255135060704,0.019682486861129597,0.6407855050924509
Banner Bank,28489.0,0.0035215651583915264,0.15775416474616444,-0.051298073180716997,0.03179263750388217,-0.0034475379033587217,-0.024848000168005147,15580157000.0,281325000.0,3570989000.0,10388339000.0,13196840000.0,12630157000.0,Risky,Walla Walla,WA,0.22920109213276862,0.018056621637381445,0.7871838258249703
Argentine Federal Savings,28507.0,-0.015722864337831766,-0.6476269315673289,-0.02154931394898707,0.029927792287601784,-0.004381733397652354,-0.04652490012654775,60974000.0,1277000.0,22748000.0,33519000.0,49534000.0,38426000.0,Risky,Kansas City,KS,0.3730770492340998,0.02094335290451668,0.6766867202325675
First Bank Richmond,28533.0,0.034359768022764525,0.0015523486460069513,-0.0350961797874062,0.05498566628524304,0.005728894918084038,0.0048308503861327345,1404192000.0,17420000.0,286121000.0,1043672000.0,1060169000.0,719274000.0,Risky,Richmond,IN,0.2037620211481051,0.012405710899933912,0.9844392733611339
Custer Federal State Bank,28543.0,-0.01936263647717662,-0.46887291468872916,-0.05652688936271022,0.055418551522762094,-0.03466397170288027,-0.04270572922047067,121702000.0,3916000.0,39824000.0,69760000.0,95520000.0,92668000.0,Risky,Broken Bow,NE,0.32722551806872524,0.03217695682897569,0.7303182579564489
Conneaut Savings Bank,28677.0,-0.0353128249036756,-0.19424643584521384,-0.06997514041064357,-0.014059413610132077,-0.027082875357221314,-0.027814450312049877,78868000.0,3165000.0,20202000.0,50912000.0,66387000.0,64802000.0,Risky,Conneaut,OH,0.2561495156463965,0.0401303443728762,0.7668971334749273
Golden Belt Bank,28735.0,0.01632128492661744,0.257073262132284,-0.02556508183943884,0.026843025690287847,-0.0197739667728003,-0.024189264265177646,305246000.0,6709000.0,68761000.0,208444000.0,248750000.0,240632000.0,Risky,Hays,KS,0.22526421312646194,0.02197899399173126,0.8379658291457286
Mineola Community Bank,28868.0,0.03368453820550266,0.4009546539379476,-0.03155043372060251,0.03418129206284459,0.013963476670658892,0.0152165445207455,431677000.0,10566000.0,123702000.0,268762000.0,314933000.0,281483000.0,Risky,Mineola,TX,0.28656147999545956,0.02447663415007054,0.8533942140074238
Liberty Bank for Savings,29009.0,-0.008111784488397222,-0.29201902748414377,-0.038077282095359544,0.011340659165873124,0.006182143274547469,-0.0006474204783349924,856798000.0,2679000.0,312243000.0,508673000.0,662906000.0,634416000.0,Risky,Chicago,IL,0.3644301223859066,0.0031267579989682514,0.767338053962402
Heritage Bank,29012.0,-0.016855821448429675,-0.6405134668966432,-0.022812145883405854,0.030047736923044077,-0.032602657727349715,-0.036912325014370695,7111481000.0,108378000.0,2030826000.0,4205688000.0,5611189000.0,5408319000.0,Risky,Olympia,WA,0.2855700521452564,0.015239863538973105,0.7495181502530034
Home Federal Savings Bank,29042.0,0.03513352849886475,0.290807279514699,-0.04019436653761688,0.05347759476692082,0.01366765617407717,-0.0054203893312555484,1109217000.0,13831000.0,230314000.0,828597000.0,993001000.0,908819000.0,Risky,Rochester,MN,0.20763655804049164,0.012469156170523892,0.8344372261457944
Fox Valley Savings Bank,29188.0,-0.037947655924808754,0.045263014815821734,-0.13357544158034884,-0.0014795739201685087,-0.0008458987338373358,0.0001759817266322461,374425000.0,7690000.0,124299000.0,213259000.0,297656000.0,278487000.0,Risky,Fond Du Lac,WI,0.3319730253054684,0.020538158509714896,0.7164612841669579
Dalhart Federal Savings & Loan,29208.0,-0.00046990027671900414,-0.4435128605940031,-0.01587002294082529,0.03917003588788437,0.010250652361496693,0.010860738936256498,134008000.0,3916000.0,31316000.0,91501000.0,97175000.0,79672000.0,Risky,Dalhart,TX,0.23368754104232584,0.02922213599188108,0.9416104965268844
NexBank,29209.0,0.013165920426343458,-0.30329071841523425,0.13118433557352716,-0.009996074929604304,0.060746882736704366,0.019460419878905677,15379730000.0,476136000.0,4320683000.0,9511434000.0,11344218000.0,8180810000.0,Risky,Dallas,TX,0.2809336054664159,0.030958670925952538,0.8384389298583649
Washington Savings Bank,29227.0,0.0011520757048975039,-0.43905757662560874,-0.029326367713937818,0.0674388626066933,-0.040387690816573785,-0.040748992803038564,584836000.0,15666000.0,186546000.0,341162000.0,495040000.0,482627000.0,Risky,Effingham,IL,0.3189714723443837,0.02678699669650979,0.6891604718810601
Prevail Bank,29294.0,0.009520759583510063,-0.2999018826270926,-0.04931689592283184,0.04749596011571544,-0.002635604703002725,-0.010830939561357833,933096000.0,22833000.0,203816000.0,608680000.0,684561000.0,633269000.0,Risky,Medford,WI,0.21842982929945043,0.02447015098124952,0.8891537788451285
Armstrong County Building and Loan,29471.0,-0.005734422553259622,0.08454376163873367,-0.023161156482235268,0.0029997218800905667,0.007602635580334471,-0.0006879944960440643,93108000.0,2912000.0,37199000.0,50489000.0,79520000.0,66815000.0,Risky,Ford City,PA,0.39952528246767194,0.03127550801220089,0.6349220321931589
Washington Financial Bank,29520.0,-0.0038858342625236464,-0.11299190206646259,-0.06864706979056612,0.022625755380156543,-0.0432890747989072,-0.043057036990236774,1633943000.0,32751000.0,449592000.0,1061371000.0,1398366000.0,1287428000.0,Risky,Washington,PA,0.2751577013396428,0.020044150866951906,0.7590080136387756
First Federal Savings and Loan of McMinnville,29624.0,-0.027924976258309586,-0.2922712185870081,-0.04768435583233188,-0.0042189745086926855,-0.02934341018299691,-0.03015635436791242,614157000.0,14926000.0,213173000.0,347900000.0,543789000.0,512542000.0,Risky,Mcminnville,OR,0.34709854320637884,0.024303231909755973,0.6397702049875963
Windsor Federal Savings and Loan,29632.0,-0.001443316715328935,-0.06344221105527637,-0.08083718999181855,0.01731864438427788,6.161078311928136e-05,-0.012111631788419563,754115000.0,10437000.0,150546000.0,544825000.0,649277000.0,615573000.0,Risky,Windsor,CT,0.1996326820179946,0.013840064181192524,0.8391256736339036
cfsbank,29672.0,0.010392434676595563,-0.03573629081947016,-0.013486996335936197,0.024921438663619178,-0.00045896859343486085,-0.0061511115510163306,613288000.0,10955000.0,170429000.0,385187000.0,518316000.0,481970000.0,Risky,Charleroi,PA,0.2778939095498363,0.017862733332463705,0.74315089636438
Iroquois Federal Savings and Loan,29675.0,0.007220914672917633,0.14204386374241706,-0.030785823306514914,0.015465565909723367,0.06443512848394661,0.09154926172289901,849055000.0,12237000.0,201299000.0,587458000.0,743955000.0,677231000.0,Risky,Watseka,IL,0.23708593671788047,0.014412493890266238,0.7896418466170669
Lincoln FSB of Nebraska,29692.0,0.02607547046736891,2.0124052377670574,-0.019069153455058774,0.04950232450639769,0.007879037876923345,0.008274844397359038,377526000.0,4371000.0,75052000.0,276992000.0,290760000.0,266482000.0,Risky,Lincoln,NE,0.19879955287847725,0.01157801052112967,0.9526482322190123
First Seacoast Bank,29744.0,0.007822942556989787,-0.6062474067927213,0.0169340958303259,0.028090320304678285,-0.06322590359384306,-0.06519253881555165,552677000.0,6643000.0,109896000.0,413830000.0,410619000.0,382684000.0,Risky,Dover,NH,0.1988430855635389,0.012019678763545434,1.007819901173594
First Federal Bank,29782.0,-0.003812371899523437,-0.4935741352898493,-0.018610746289473346,0.06038555842648141,-0.022557678411818882,-0.03173872872551242,979367000.0,31406000.0,337751000.0,562648000.0,856260000.0,774457000.0,Risky,Dickson,TN,0.34486663324371764,0.03206765186084481,0.6570994791301707
First Federal Savings and Loan of Lorain,29838.0,0.0036611404871831343,0.019435143397874555,-0.026746897551143456,0.014139769444303063,0.01806453726147139,0.015318004477455016,538683000.0,14005000.0,132305000.0,358756000.0,435133000.0,405451000.0,Risky,Lorain,OH,0.24560827054130166,0.025998592864449038,0.8244743561164057
Commonwealth Co-operative Bank,29842.0,-0.012692096913094142,-0.5614495288059846,-0.028643156812859116,0.020219802884544613,-0.09047802467823984,-0.002616988245730756,214387000.0,4514000.0,57651000.0,138503000.0,136954000.0,89944000.0,Risky,Hyde Park,MA,0.2689108947837322,0.02105538115650669,1.011310366984535
Eaton Community Bank,29846.0,-0.0048240942977310075,0.0816971028422353,-0.03447184610863718,0.03296718898632767,-0.009026788526385388,-0.017832303170321584,441054000.0,7878000.0,170856000.0,218267000.0,342957000.0,324795000.0,Risky,Charlotte,MI,0.3873811370036322,0.017861758424138542,0.6364267240499538
NVE Bank,29875.0,-0.01298532212211867,0.6509199403281949,-0.03265540789272314,-0.025250376918255935,-0.017507973490513917,-0.02453486527769022,689867000.0,23240000.0,233872000.0,387269000.0,466387000.0,448951000.0,Risky,Englewood,NJ,0.3390102729946497,0.033687652837430984,0.830359765602386
Logansport Savings Bank,29907.0,-0.0025454115607391747,0.26171812509998404,-0.14726342219722022,0.04908456843940723,0.02757047401784063,0.024942247319683197,253144000.0,7887000.0,62150000.0,168462000.0,215760000.0,207641000.0,Risky,Logansport,IN,0.2455124356097715,0.0311561798818064,0.7807842046718576
Scottsburg Building and Loan,29910.0,-0.0421261465526126,0.4544364508393286,-0.0326749662297835,-0.01760777170613237,-0.028175335361292575,-0.04155064046463519,74354000.0,1213000.0,26496000.0,38832000.0,58464000.0,48187000.0,Risky,Scottsburg,IN,0.3563493557844904,0.01631384996099739,0.6642036124794746
Riverview Bank,29922.0,-0.004110205919679033,0.3433364733324362,-0.024531011854825646,-0.0045121166889940945,-0.015653929520759058,-0.02065142729089975,1581229000.0,29947000.0,444172000.0,989064000.0,1252038000.0,1206199000.0,Risky,Vancouver,WA,0.2809030191072893,0.018939065752019472,0.7899632439271013
Mutual Savings Association,29988.0,0.027123384867080436,0.07325961296808248,-0.04006871055677952,0.054338846116807504,-0.00388110232076766,-0.016262269097116366,350322000.0,8541000.0,102824000.0,208020000.0,227143000.0,193635000.0,Risky,Leavenworth,KS,0.29351282534354106,0.024380427149879254,0.9158107447731165
Beardstown Savings,30043.0,-0.04016887997245222,-0.5934021453147136,-0.015654739246288574,0.013038051992883437,-0.039552785923753664,-0.06198380403690429,64110000.0,2009000.0,20687000.0,38150000.0,52402000.0,46565000.0,Risky,Beardstown,IL,0.322679769146779,0.03133676493526751,0.7280256478760353
Oconee Federal Savings and Loan,30111.0,0.012368366574697198,-0.04704079226597502,-0.03452573308311535,0.02822570570510541,0.005632458434601251,-0.019916688362405677,596615000.0,8083000.0,133248000.0,411535000.0,478315000.0,436682000.0,Risky,Seneca,SC,0.22334000988912447,0.01354810053384511,0.8603848928007694
Mid-Southern Savings Bank,30133.0,-0.0002593507211077206,0.31290539029299924,-0.023815618477533218,0.002418511121075051,-0.013001947151505822,-0.021005500698625057,265980000.0,5870000.0,99153000.0,147554000.0,204278000.0,188477000.0,Risky,Salem,IN,0.37278366794495826,0.022069328520941425,0.7223195840961827
East Wisconsin Savings Bank,30313.0,-0.0232553033435674,0.07721280602636527,-0.09957644599686455,0.001072110606077592,-0.038743194618592325,-0.04009644892590969,266916000.0,6292000.0,65477000.0,179278000.0,235357000.0,218954000.0,Risky,Kaukauna,WI,0.24530938572434774,0.02357295928307033,0.7617279282111855
The Bank of Bennington,30350.0,-0.004533138995818642,-0.025009545628102314,-0.05495524554471409,0.009280951755030298,-0.03479811152563639,-0.04043178828445404,551849000.0,15321000.0,117195000.0,391600000.0,438525000.0,421617000.0,Risky,Bennington,VT,0.21236787599506388,0.02776302937941357,0.8929935579499458
Rayne Building and Loan,30447.0,-0.022751046025104582,-0.41103661681279013,-0.027200488997555006,-0.0017360508315683587,-0.030936377865758202,-0.03063300570249594,56055000.0,1142000.0,19098000.0,28751000.0,42100000.0,33828000.0,Risky,Rayne,LA,0.3407010971367407,0.02037284809562037,0.6829216152019002
Jackson Federal Savings and Loan,30492.0,-0.02425734358577203,-0.32306255835667597,-0.030820598433286217,-0.013498846832180167,-0.02782337837269011,-0.04298539947401836,35277000.0,725000.0,15094000.0,14543000.0,23096000.0,21106000.0,Risky,Jackson,MN,0.42787085069592085,0.02055163420925816,0.6296761343955664
Freehold Bank,30519.0,-0.0040366471601862575,-0.22706286255475316,-0.03506935965860858,0.019789730483271484,-0.02911675782962908,-0.040025439028393284,291882000.0,6529000.0,82985000.0,175567000.0,210337000.0,187172000.0,Risky,Freehold,NJ,0.28431009791628126,0.022368628418333435,0.8346938484432126
Marquette Savings Bank,30544.0,0.029304456002411605,2.847545504688362,-0.030802134952689242,0.023475916336554326,0.003835567996387068,-0.003124683520537408,1157528000.0,34878000.0,304521000.0,721615000.0,942445000.0,876063000.0,Risky,Erie,PA,0.2630787333006199,0.030131452543696566,0.7656839391158105
F&M Bank and Trust Company,30595.0,0.029891190563069436,0.06875934230194325,-0.010483678818203446,0.07759567245217647,0.02130487546471982,0.027589917523105134,172170000.0,3575000.0,53989000.0,106974000.0,159057000.0,150880000.0,Risky,Hannibal,MO,0.31357960155660103,0.020764360806179938,0.6725513495162112
Glacier Bank,30788.0,-0.009954746212978982,-0.3126542140396069,-0.02871921086114082,0.029590780784817694,-0.006529277694243385,-0.029542741367896586,27508047000.0,1051316000.0,8608686000.0,15800583000.0,20126170000.0,18894600000.0,Risky,Kalispell,MT,0.312951551958596,0.038218489302421214,0.7850764949317233
Territorial Savings Bank,30836.0,0.002719849615226533,0.03301675582683283,-0.014435170014375442,0.010574206431242184,-0.009923187288900404,-0.02662869632172582,2219009000.0,87668000.0,726039000.0,1305196000.0,1681692000.0,1417105000.0,Risky,Honolulu,HI,0.3271906513222794,0.03950772619669411,0.7761207165164608
Interstate Bank,31043.0,-0.05150764024430976,-0.6726289517470883,-0.010427703837705082,-0.01178979655412049,-0.059028752299872145,-0.08307331656157091,255613000.0,5509000.0,76583000.0,164956000.0,241393000.0,224515000.0,Risky,Perryton,TX,0.2996052626431363,0.021552111981784965,0.6833503871280443
Slovenian Savings and Loan of Franklin-Conemaugh,31994.0,-0.004787703162403956,-0.34179466451091345,-0.030445618582394585,0.020905481469919662,0.003362382934443353,-0.0018842736159975226,165879000.0,4071000.0,48628000.0,104652000.0,154277000.0,143551000.0,Risky,Conemaugh,PA,0.2931534431724329,0.024541985423109616,0.6783383135528951
Liberty Savings Bank,32242.0,-0.010958198321492585,0.048328462470596634,-0.027930311501597416,-0.0044892215617649,-0.05134461037988758,-0.06691556049614467,1228563000.0,29414000.0,311560000.0,855312000.0,925013000.0,711796000.0,Risky,Wilmington,OH,0.25359708863118946,0.023941792158806673,0.9246486265598429
Galion Building and Loan Bank,32307.0,0.005936605533764405,-0.2915214866434379,-0.05132615691932085,0.013972618175671858,-0.034542340980268094,-0.03927388074936011,75912000.0,1220000.0,17097000.0,53991000.0,62580000.0,61180000.0,Risky,Galion,OH,0.2252213088839709,0.016071240383602064,0.862751677852349
American Savings Bank,32526.0,0.001105194863304737,-0.08155383295913299,-0.02444976184563985,0.014578412274546926,-0.007764805557253895,0.005114819139062421,9620691000.0,168128000.0,2592954000.0,6076024000.0,8212054000.0,7758228000.0,Risky,Honolulu,HI,0.26951847845440624,0.01747566780806077,0.7398908969668246
Bank of Marin,32779.0,-0.010248437366616625,0.06314321059142469,-0.02183426504177166,-0.004803259744623922,0.02172959529038443,0.015200838150829732,4092788000.0,40392000.0,1717750000.0,2078964000.0,3335753000.0,3255810000.0,Risky,Novato,CA,0.41970168012611453,0.009869067247069723,0.6232367924123878
WestStar Bank,32941.0,0.019825078797085505,0.15412575113586402,-0.036954753923292616,0.042963747017240816,-0.016005050679344768,-0.02537024321460546,2816918000.0,39373000.0,707011000.0,1909603000.0,2423614000.0,2252614000.0,Risky,El Paso,TX,0.2509874266840568,0.013977332673510553,0.787915484891571
Gulf Coast Bank and Trust Company,32974.0,-0.004700856236720896,-0.40810354350781786,-0.0024378025409067527,0.02981566495218413,0.004232474998792313,-0.0026189773045177667,3046331000.0,111447000.0,685010000.0,2131531000.0,2598326000.0,2435017000.0,Risky,New Orleans,LA,0.2248639428873619,0.03658400876332874,0.8203477931560551
Heritage Bank,33119.0,0.0001763548031084028,3.605948609644491,-0.028788180237537042,0.01609567993225025,-0.03404385686687239,-0.03651736522692661,1582317000.0,52342000.0,449100000.0,988655000.0,1340013000.0,1302141000.0,Risky,Erlanger,KY,0.2838242905814701,0.03307933871657828,0.7377950810924969
Woodlands Bank,33136.0,0.004785145801269097,0.016944463655854447,-0.054399290177990944,0.02258462768521685,-0.03458120216200533,-0.03752250893501885,610412000.0,14704000.0,123625000.0,434849000.0,532274000.0,526480000.0,Risky,Williamsport,PA,0.20252714560002097,0.02408864832277216,0.8169645708789083
Northrim Bank,33216.0,0.023147658974693952,-0.7399305304291193,-0.009230437630513788,0.10216670231546954,0.0015905068504049602,-0.003629217021771214,2624164000.0,35939000.0,707889000.0,1726219000.0,2328743000.0,2211432000.0,Risky,Anchorage,AK,0.2697579114719964,0.013695409280822388,0.7412664257069157
Ledyard National Bank,33418.0,0.005101999747784358,-0.2556179775280899,-0.005300438182359368,0.02231520223152028,0.0691274888805753,-0.01688480053194108,749197000.0,5565000.0,310771000.0,368699000.0,565840000.0,499744000.0,Risky,Norwich,VT,0.41480545170362404,0.007427952861530412,0.6515958574862152
Citizens Community Bank,33753.0,0.007096391461497875,0.22962338392355264,-0.028894340950370356,0.036781009013081345,-0.02462695376763513,-0.031053343696922586,494012000.0,4375000.0,204241000.0,266066000.0,388336000.0,336583000.0,Risky,Mascoutah,IL,0.4134332769244472,0.00885606017667587,0.6851437930039965
Starion Bank,33758.0,0.01339069921435887,0.06520125371164642,-0.035196337417357615,0.036486605844922915,-0.03837108410999268,-0.03060390981460781,1796688000.0,25829000.0,599337000.0,1126549000.0,1508389000.0,1320871000.0,Risky,Bismarck,ND,0.33357878496433435,0.014375896093256036,0.746855751400998
Wheaton Bank & Trust,33803.0,0.022758276141758182,0.14278405829652363,-0.018930383303694454,0.0599995674875593,0.003470853826938347,-0.0023944740968795397,3099426000.0,91585000.0,637190000.0,2205716000.0,2586988000.0,2218962000.0,Risky,Wheaton,IL,0.20558322734596665,0.029549019721716214,0.8526193395562717
Frontier Bank,33922.0,0.04093610270647163,0.30881501216263185,0.07921787499530208,0.003960479470812572,0.013004146249528725,-0.009571878865259564,325457000.0,11299000.0,114859000.0,190628000.0,284875000.0,248231000.0,Risky,Sioux Falls,SD,0.3529160534264127,0.034717335930706666,0.6691636682755595
First American State Bank,34040.0,0.00391336034346379,-0.4462931034482759,-0.01782489093889794,0.033070646627471056,-0.012246847226044633,-0.015942367042273697,290654000.0,6423000.0,70695000.0,207516000.0,244058000.0,219374000.0,Risky,Greenwood Villag,CO,0.24322734247593358,0.02209844006963606,0.8502732956920076
First Community Bank,34047.0,0.0030637173680385654,-0.34974964928088326,-0.017728468489076943,0.04294065205798425,4.631669955612594e-05,-0.0009231647806196008,1740463000.0,57012000.0,549632000.0,1024806000.0,1425038000.0,1396077000.0,Risky,Lexington,SC,0.31579642888128046,0.03275680092021491,0.7191429281184081
